"URN","LAESTAB","Region","Closed","SCHNAME","addmission_type","institution_type","ADDRESS1","ADDRESS2","ADDRESS3","TOWN","PCODE","OFSTED","TELNUM","disadv1617","dis_5e_m1617","nondis_5e_m1617","dis_p8_1617","nondis_p8_1617","dis_ebacc_ent_1617","nondis_ebacc_ent_1617"
106266,"3574018","North West","No","Mossley Hollins High School","Comprehensive (secondary)","Community school","Huddersfield Road","Mossley",NA,"Ashton-under-Lyne","OL5 9DP",1,"0145 7832491",42,1,1,1,1,1,1
106271,"3574603","North West","No","St Thomas More RC College Specialising in Mathematics and Computing","Comprehensive (secondary)","Voluntary aided school","Town Lane","Denton",NA,"Manchester","M34 6AF",2,"0161 3362743",35,1,1,1,1,1,1
136593,"3575402","North West","No","Fairfield High School for Girls","Comprehensive (secondary)","Academy converter","Fairfield Avenue","Droylsden",NA,"Manchester","M43 6AB",1,"0161 3701488",41,1,1,1,1,1,1
138464,"3585901","North West","No","Loreto Grammar School","Selective (grammar)","Academy converter","Dunham Road",NA,NA,"Altrincham","WA14 4AH",1,"0161 9283703",6,1,1,1,1,1,1
106368,"3584025","North West","No","Stretford Grammar School","Selective (grammar)","Foundation school","Granby Road","Stretford",NA,"Manchester","M32 8JB",2,"0161 8652293",28,1,1,1,1,1,1
138134,"3585900","North West","No","Saint Ambrose College","Selective (grammar)","Academy converter","Hale Road","Hale Barns",NA,"Altrincham","WA15 0HE",1,"0161 9802711",8,1,1,1,1,1,1
136498,"3584029","North West","No","Sale Grammar School","Selective (grammar)","Academy converter","Marsland Road",NA,NA,"Sale","M33 3NH",1,"0161 9733217",13,1,1,1,1,1,1
136377,"3585400","North West","No","Wellington School","Modern (secondary)","Academy converter","Wellington Road","Timperley",NA,"Altrincham","WA15 7RH",2,"0161 9284157",30,1,1,1,1,1,1
137289,"3585407","North West","No","Altrincham Grammar School for Girls","Selective (grammar)","Academy converter","Cavendish Road","Bowdon",NA,"Altrincham","WA14 2NL",1,"0161 9125912",7,1,1,1,1,1,1
136672,"3715400","Yorkshire and The Humber","No","The Hayfield School","Comprehensive (secondary)","Academy converter","Hurst Lane","Auckley",NA,"Doncaster","DN9 3HG",2,"0130 2770589",29,1,1,1,1,1,1
140646,"3724018","Yorkshire and The Humber","No","Wickersley School and Sports College","Comprehensive (secondary)","Academy converter","Bawtry Road","Wickersley",NA,"Rotherham","S66 1JL",1,"0170 9542147",55,1,1,1,1,1,1
139167,"3734229","Yorkshire and The Humber","No","Silverdale School","Comprehensive (secondary)","Academy converter","Bents Crescent",NA,NA,"Sheffield","S11 9QH",1,"0114 2369991",37,1,1,1,1,1,1
138361,"3735400","Yorkshire and The Humber","No","Notre Dame High School","Comprehensive (secondary)","Academy converter","Fulwood Road",NA,NA,"Sheffield","S10 3BT",1,"0114 2302536",13,1,1,1,1,1,1
138069,"3734234","Yorkshire and The Humber","No","Tapton School","Comprehensive (secondary)","Academy converter","Darwin Lane",NA,NA,"Sheffield","S10 5RG",1,"0114 2671414",34,1,1,1,1,1,1
136905,"3804502","Yorkshire and The Humber","No","Ilkley Grammar School","Comprehensive (secondary)","Academy converter","Cowpasture Road",NA,NA,"Ilkley","LS29 8TR",1,"0194 3608424",23,1,1,1,1,1,1
130909,"3806905","Yorkshire and The Humber","No","Dixons City Academy","Comprehensive (secondary)","Academy sponsor led","Ripley Street",NA,NA,"Bradford","BD5 7RR",2,"0127 4776777",56,1,1,1,1,1,1
107439,"3805400","Yorkshire and The Humber","Yes","Bingley Grammar School","Comprehensive (secondary)","Voluntary aided school","Keighley Road",NA,NA,"Bingley","BD16 2RS",2,"0127 4807700",62,1,1,1,1,1,1
139975,"3804064","Yorkshire and The Humber","No","Beckfoot School","Comprehensive (secondary)","Academy converter","Wagon Lane",NA,NA,"Bingley","BD16 1EE",1,"0127 4771444",58,1,1,1,1,1,1
138251,"3804010","Yorkshire and The Humber","No","Dixons Trinity Academy","Comprehensive (secondary)","Free schools","Trinity Road",NA,NA,"Bradford","BD5 0BE",1,"0127 4424350",38,1,1,1,1,1,1
137277,"3804004","Yorkshire and The Humber","No","Dixons Kings Academy","Comprehensive (secondary)","Free schools","Northside Road",NA,NA,"Bradford","BD7 2AN",1,"0127 4449706",70,1,1,1,1,1,1
139182,"3815401","Yorkshire and The Humber","No","The Crossley Heath School","Selective (grammar)","Academy converter","Savile Park",NA,NA,"Halifax","HX3 0HG",1,"0142 2360272",6,1,1,1,1,1,1
137487,"3826012","Yorkshire and The Humber","No","Batley Grammar School","Comprehensive (secondary)","Free schools","Carlinghow Hill",NA,NA,"Batley","WF17 0AD",2,"0192 4474980",19,1,1,1,1,1,1
137424,"3824048","Yorkshire and The Humber","No","Batley Girls High School","Comprehensive (secondary)","Academy converter","Windmill Lane",NA,NA,"Batley","WF17 0LD",1,"0192 4350080",60,1,1,1,1,1,1
136283,"3825401","Yorkshire and The Humber","No","Heckmondwike Grammar School","Selective (grammar)","Academy converter","High Street",NA,NA,"Heckmondwike","WF16 0AH",1,"0192 4402202",18,1,1,1,1,1,1
137352,"3824049","Yorkshire and The Humber","No","Shelley College","Comprehensive (secondary)","Academy converter","Huddersfield Road","Shelley",NA,"Huddersfield","HD8 8NL",1,"0148 4868773",39,1,1,1,1,1,1
137083,"3835400","Yorkshire and The Humber","No","Abbey Grange Church of England Academy","Comprehensive (secondary)","Academy converter","Butcher Hill",NA,NA,"Leeds","LS16 5EA",2,"0113 2757877",46,1,1,1,1,1,1
137383,"3834105","Yorkshire and The Humber","No","Woodkirk Academy","Comprehensive (secondary)","Academy converter","Rein Road","Tingley",NA,"Wakefield","WF3 1JQ",2,"0113 8873600",55,1,1,1,1,1,1
136392,"3834101","Yorkshire and The Humber","No","The Morley Academy","Comprehensive (secondary)","Academy converter","Fountain Street","Morley",NA,"Leeds","LS27 0PD",1,"0113 2532952",55,1,1,1,1,1,1
108055,"3834006","Yorkshire and The Humber","No","Lawnswood School","Comprehensive (secondary)","Community school","Ring Road","West Park",NA,"Leeds","LS16 5AG",2,"0113 2844020",75,1,1,1,1,1,1
108095,"3834751","Yorkshire and The Humber","No","Cardinal Heenan Catholic High School","Comprehensive (secondary)","Voluntary aided school","Tongue Lane","Meanwood",NA,"Leeds","LS6 4QE",2,"0113 8873240",50,1,1,1,1,1,1
108057,"3834032","Yorkshire and The Humber","No","Allerton High School","Comprehensive (secondary)","Community school","King Lane",NA,NA,"Leeds","LS17 7AG",2,"0113 2034770",42,1,1,1,1,1,1
137704,"3834501","Yorkshire and The Humber","No","Otley Prince Henry's Grammar School Specialist Language College","Comprehensive (secondary)","Academy converter","Farnley Lane",NA,NA,"Otley","LS21 2BB",2,"0194 3463524",35,1,1,1,1,1,1
137852,"3904605","North East","No","Cardinal Hume Catholic School","Comprehensive (secondary)","Academy converter","Old Durham Road","Beacon Lough",NA,"Gateshead","NE9 6RZ",1,"0191 4877638",44,1,1,1,1,1,1
108420,"3906900","North East","No","Emmanuel College","Comprehensive (secondary)","City technology college","Consett Road","Lobley Hill",NA,"Gateshead","NE11 0AN",1,"0191 4602099",26,1,1,1,1,1,1
137708,"3914716","North East","No","Sacred Heart Catholic High School","Comprehensive (secondary)","Academy converter","Fenham Hall Drive","Fenham",NA,"Newcastle-upon-Tyne","NE4 9YH",1,"0191 2747373",61,1,1,1,1,1,1
140081,"3914714","North East","No","St Mary's Catholic School","Comprehensive (secondary)","Academy converter","Benton Park Road",NA,NA,"Newcastle-upon-Tyne","NE7 7PE",1,"0191 2153260",41,1,1,1,1,1,1
137734,"3924605","North East","No","St Thomas More Roman Catholic Academy","Comprehensive (secondary)","Academy converter","Lynn Road",NA,NA,"North Shields","NE29 8LF",2,"0191 2588340",58,1,1,1,1,1,1
138054,"3944610","North East","No","St Anthony's Girls' Catholic Academy","Comprehensive (secondary)","Academy converter","Thornhill Terrace",NA,NA,"Sunderland","SR2 7JN",1,"0191 5658904",52,1,1,1,1,1,1
136966,"8004107","South West","No","Hayesfield Girls School","Comprehensive (secondary)","Academy converter","Upper Oldfield Park",NA,NA,"Bath","BA2 3LA",2,"0122 5426151",24,1,1,1,1,1,1
141705,"8014101","South West","No","Fairfield High School","Comprehensive (secondary)","Academy converter","Allfoxton Road","Horfield",NA,"Bristol","BS7 9NL",2,"0117 9527100",47,1,1,1,1,1,1
135581,"8016909","South West","No","Colston's Girls' School","Comprehensive (secondary)","Academy sponsor led","Cheltenham Road",NA,NA,"Bristol","BS6 5RD",1,"0117 9424328",43,1,1,1,1,1,1
136856,"8024135","South West","No","Gordano School","Comprehensive (secondary)","Academy converter","St Mary's Road","Portishead",NA,"Bristol","BS20 7QR",1,"0127 5842606",36,1,1,1,1,1,1
139405,"8054001","North East","No","Dyke House Sports and Technology College","Comprehensive (secondary)","Academy sponsor led","Mapleton Road",NA,NA,"Hartlepool","TS24 8NQ",2,"0142 9266377",88,1,1,1,1,1,1
111751,"8064136","North East","No","Acklam Grange School","Comprehensive (secondary)","Community school","Lodore Grove",NA,NA,"Middlesbrough","TS5 8PB",2,"0164 2277700",87,1,1,1,1,1,1
139606,"8084001","North East","No","All Saints Academy","Comprehensive (secondary)","Academy converter","Blair Avenue","Ingleby Barwick",NA,"Stockton-on-Tees","TS17 5BL",1,"0164 2754650",17,1,1,1,1,1,1
118117,"8104626","Yorkshire and The Humber","Yes","St Mary's College","Comprehensive (secondary)","Voluntary aided school","Cranbrook Avenue",NA,NA,"Hull","HU6 7TN",NA,"0148 2851136",64,1,1,1,1,1,1
137200,"8124092","Yorkshire and The Humber","No","Humberston Academy","Comprehensive (secondary)","Academy converter","Humberston Avenue","Humberston",NA,"Grimsby","DN36 4TF",1,"0147 2319990",21,1,1,1,1,1,1
136277,"8124084","Yorkshire and The Humber","No","Healing Science Academy","Comprehensive (secondary)","Academy converter","Low Road","Healing",NA,"Grimsby","DN41 7QD",1,"0147 2502400",21,1,1,1,1,1,1
137139,"8154611","Yorkshire and The Humber","No","St Aidan's Church of England High School","Comprehensive (secondary)","Academy converter","Oatlands Drive",NA,NA,"Harrogate","HG2 8JR",1,"0142 3885814",16,1,1,1,1,1,1
136497,"8154200","Yorkshire and The Humber","No","Harrogate Grammar School","Comprehensive (secondary)","Academy converter","Arthurs Avenue",NA,NA,"Harrogate","HG2 0DZ",1,"0142 3531127",14,1,1,1,1,1,1
121715,"8154605","Yorkshire and The Humber","No","St Francis Xavier School","Comprehensive (secondary)","Voluntary aided school","Darlington Road",NA,NA,"Richmond","DL10 7DA",1,"0174 8823414",9,1,1,1,1,1,1
121717,"8154609","Yorkshire and The Humber","No","St John Fisher Catholic High School","Comprehensive (secondary)","Voluntary aided school","Hookstone Drive",NA,NA,"Harrogate","HG2 8PT",1,"0142 3887254",11,1,1,1,1,1,1
143288,"8154073","Yorkshire and The Humber","No","Scalby School","Comprehensive (secondary)","Academy converter","Fieldstead Crescent","Newby",NA,"Scarborough","YO12 6TH",2,"0172 3362301",40,1,1,1,1,1,1
136896,"8154217","Yorkshire and The Humber","No","Rossett School","Comprehensive (secondary)","Academy converter","Green Lane",NA,NA,"Harrogate","HG2 9JP",1,"0142 3564444",38,1,1,1,1,1,1
136617,"8164500","Yorkshire and The Humber","No","Archbishop Holgate's School, A Church of England Academy","Comprehensive (secondary)","Academy converter","Hull Road",NA,NA,"York","YO10 5ZA",1,"0190 4411341",33,1,1,1,1,1,1
136544,"8164602","Yorkshire and The Humber","No","Manor Church of England Academy Trust","Comprehensive (secondary)","Academy converter","Millfield Lane","Nether Poppleton",NA,"York","YO26 6PA",1,"0190 4798722",20,1,1,1,1,1,1
121684,"8164153","Yorkshire and The Humber","Yes","Fulford School","Comprehensive (secondary)","Community school","Fulfordgate","Heslington Lane","Fulford","York","YO10 4FY",1,"0190 4633300",18,1,1,1,1,1,1
121673,"8164063","Yorkshire and The Humber","No","Huntington School","Comprehensive (secondary)","Community school","Huntington Road","Huntington",NA,"York","YO32 9WT",1,"0190 4752100",42,1,1,1,1,1,1
136470,"8225402","East","No","Sharnbrook Academy","Comprehensive (secondary)","Academy converter","Odell Road","Sharnbrook",NA,"Bedford","MK44 1JL",2,"0123 4782211",50,1,1,1,1,1,1
136846,"8254058","South East","No","Aylesbury High School","Selective (grammar)","Academy converter","Walton Road",NA,NA,"Aylesbury","HP21 7SX",1,"0129 6388222",8,1,1,1,1,1,1
137219,"8254061","South East","No","Dr Challoner's High School","Selective (grammar)","Academy converter","Cokes Lane","Little Chalfont",NA,"Amersham","HP7 9QB",1,"0149 4763296",7,1,1,1,1,1,1
137091,"8254079","South East","No","Chesham Grammar School","Selective (grammar)","Academy converter","White Hill",NA,NA,"Chesham","HP5 1BA",1,"0149 4782854",15,1,1,1,1,1,1
136771,"8254009","South East","No","John Hampden Grammar School","Selective (grammar)","Academy converter","Marlow Hill",NA,NA,"High Wycombe","HP11 1SZ",1,"0149 4529589",8,1,1,1,1,1,1
136730,"8264097","South East","No","Shenley Brook End School","Comprehensive (secondary)","Academy converter","Walbank Grove","Shenley Brook End",NA,"Milton Keynes","MK5 7ZT",2,"0190 8520264",29,1,1,1,1,1,1
112961,"8304195","East Midlands","No","Parkside Community School","Comprehensive (secondary)","Community school","Boythorpe Avenue","Boythorpe",NA,"Chesterfield","S40 2NS",2,"0124 6273458",31,1,1,1,1,1,1
112956,"8314182","East Midlands","No","Littleover Community School","Comprehensive (secondary)","Community school","Pastures Hill","Littleover",NA,"Derby","DE23 4BZ",1,"0133 2513219",31,1,1,1,1,1,1
137163,"8354615","South West","No","The Thomas Hardye School","Comprehensive (secondary)","Academy converter","Queen's Avenue",NA,NA,"Dorchester","DT1 2ET",1,"0130 5266064",52,1,1,1,1,1,1
113901,"8355401","South West","No","The Woodroffe School","Comprehensive (secondary)","Foundation school","Uplyme Road",NA,NA,"Lyme Regis","DT7 3LX",1,"0129 7442232",15,1,1,1,1,1,1
136368,"8365403","South West","No","Parkstone Grammar School","Selective (grammar)","Academy converter","Sopers Lane",NA,NA,"Poole","BH17 7EP",1,"0120 2605605",10,1,1,1,1,1,1
136850,"8365409","South West","No","Poole Grammar School","Selective (grammar)","Academy converter","Gravel Hill",NA,NA,"Poole","BH17 9JU",3,"0120 2692132",6,1,1,1,1,1,1
137452,"8375400","South West","No","Bournemouth School","Selective (grammar)","Academy converter","East Way",NA,NA,"Bournemouth","BH8 9PY",1,"0120 2512609",15,1,1,1,1,1,1
136996,"8375405","South West","No","Bournemouth School for Girls","Selective (grammar)","Academy converter","Castle Gate Close","Castle Lane West",NA,"Bournemouth","BH8 9UJ",1,"0120 2526289",9,1,1,1,1,1,1
138717,"8404175","North East","No","Woodham Academy","Comprehensive (secondary)","Academy converter","Washington Crescent",NA,NA,"Newton Aycliffe","DL5 4AX",3,"0132 5300328",53,1,1,1,1,1,1
136451,"8404215","North East","No","The Academy at Shotton Hall","Comprehensive (secondary)","Academy converter","Passfield Way",NA,NA,"Peterlee","SR8 1AU",1,"0191 5180222",69,1,1,1,1,1,1
144496,"8404007","North East","No","Teesdale School","0","Academy sponsor led","Prospect Place",NA,NA,"Barnard Castle","DL12 8HH",NA,NA,18,1,1,1,1,1,1
137982,"8454026","South East","No","Beacon Academy","Comprehensive (secondary)","Academy converter","North Beeches Road",NA,NA,"Crowborough","TN6 2AS",2,"0189 2603000",32,1,1,1,1,1,1
114611,"8464605","South East","No","Cardinal Newman Catholic School","Comprehensive (secondary)","Voluntary aided school","The Upper Drive",NA,NA,"Hove","BN3 6ND",3,"0127 3558551",57,1,1,1,1,1,1
136715,"8504175","South East","No","Thornden School","Comprehensive (secondary)","Academy converter","Winchester Road","Chandler's Ford",NA,"Eastleigh","SO53 2DW",1,"0238 0269722",15,1,1,1,1,1,1
116411,"8504113","South East","No","The Toynbee School","Comprehensive (secondary)","Community school","Bodycoats Road","Chandler's Ford",NA,"Eastleigh","SO53 2PL",2,"0238 0269026",22,1,1,1,1,1,1
135965,"8516905","South East","No","Ark Charter Academy","Comprehensive (secondary)","Academy sponsor led","Hyde Park Road",NA,NA,"Southsea","PO5 4HL",2,"0239 2824204",63,1,1,1,1,1,1
138476,"8525417","South East","No","St Anne's Catholic School","Comprehensive (secondary)","Academy converter","Carlton Road",NA,NA,"Southampton","SO15 2WZ",1,"0238 0328200",47,1,1,1,1,1,1
137401,"8554268","East Midlands","No","Woodbrook Vale School","Comprehensive (secondary)","Academy converter","Grasmere Road",NA,NA,"Loughborough","LE11 2ST",2,"0150 9557560",26,1,1,1,1,1,1
138108,"8554016","East Midlands","No","The Market Bosworth School","Comprehensive (secondary)","Academy converter","Station Road","Market Bosworth",NA,"Nuneaton","CV13 0JT",1,"0145 5290251",16,1,1,1,1,1,1
141916,"8564244","East Midlands","No","Rushey Mead Academy","Comprehensive (secondary)","Academy converter","Melton Road",NA,NA,"Leicester","LE4 7AN",1,"0116 2663730",75,1,1,1,1,1,1
138729,"8604610","West Midlands","No","Painsley Catholic College","Comprehensive (secondary)","Academy converter","Station Road","Cheadle",NA,"Stoke-on-Trent","ST10 1LH",1,"0153 8714944",17,1,1,1,1,1,1
124415,"8604100","West Midlands","Yes","Wolgarston High School","Comprehensive (secondary)","Community school","Cannock Road","Penkridge",NA,"Stafford","ST19 5RX",2,"0178 5788400",30,1,1,1,1,1,1
136323,"8604061","West Midlands","No","John Taylor High School","Comprehensive (secondary)","Academy converter","Dunstall Road","Barton-under-Needwood",NA,"Burton-on-Trent","DE13 8AZ",1,"0128 3239300",28,1,1,1,1,1,1
136911,"8654067","South West","No","Royal Wootton Bassett Academy","Comprehensive (secondary)","Academy converter","Lime Kiln","Royal Wootton Bassett",NA,"Swindon","SN4 7HG",1,"0179 3841900",33,1,1,1,1,1,1
137375,"8655400","South West","No","St Augustine's Catholic College","Comprehensive (secondary)","Academy converter","Wingfield Road",NA,NA,"Trowbridge","BA14 9EN",1,"0122 5350001",15,1,1,1,1,1,1
142357,"8684036","South East","No","Newlands Girls' School","Comprehensive (secondary)","Academy converter","Farm Road",NA,NA,"Maidenhead","SL6 5JB",2,"0162 8625068",32,1,1,1,1,1,1
138823,"8684029","South East","No","Charters School","Comprehensive (secondary)","Academy converter","Charters Road","Sunningdale",NA,"Ascot","SL5 9QY",1,"0134 4624826",20,1,1,1,1,1,1
137465,"8695402","South East","No","St Bartholomew's School","Comprehensive (secondary)","Academy converter","Andover Road",NA,NA,"Newbury","RG14 6JP",2,"0163 5521255",23,1,1,1,1,1,1
110048,"8694031","South East","No","The Willink School","Comprehensive (secondary)","Community school","School Lane","Burghfield Common",NA,"Reading","RG7 3XJ",2,"0118 9832030",23,1,1,1,1,1,1
136521,"8715405","South East","No","Langley Grammar School","Selective (grammar)","Academy converter","Reddington Drive",NA,NA,"Langley","SL3 7QS",1,"0175 3598300",10,1,1,1,1,1,1
136420,"8715408","South East","No","Upton Court Grammar School","Selective (grammar)","Academy converter","Lascelles Road",NA,NA,"Slough","SL3 7PR",1,"0175 3522892",23,1,1,1,1,1,1
136880,"8724047","South East","No","The Holt School","Comprehensive (secondary)","Academy converter","Holt Lane",NA,NA,"Wokingham","RG41 1EE",1,"0118 9780165",11,1,1,1,1,1,1
136637,"8724053","South East","No","Maiden Erlegh School","Comprehensive (secondary)","Academy converter","Silverdale Road","Earley",NA,"Reading","RG6 7HS",2,"0118 9262467",28,1,1,1,1,1,1
142166,"8724060","South East","No","Waingels College","Comprehensive (secondary)","Academy converter","Waingels Road","Woodley",NA,"Reading","RG5 4RF",2,"0118 9690336",29,1,1,1,1,1,1
136775,"8735408","East","No","Sawston Village College","Comprehensive (secondary)","Academy converter","New Road","Sawston",NA,"Cambridge","CB22 3BP",2,"0122 3712777",32,1,1,1,1,1,1
136636,"8734027","East","No","Parkside Community College","Comprehensive (secondary)","Academy converter","Parkside",NA,NA,"Cambridge","CB1 1EH",1,"0122 3712600",20,1,1,1,1,1,1
136887,"8734029","East","No","Chesterton Community College","Comprehensive (secondary)","Academy converter","Gilbert Road",NA,NA,"Cambridge","CB4 3NY",1,"0122 3712150",17,1,1,1,1,1,1
136463,"8735406","East","No","Comberton Village College","Comprehensive (secondary)","Academy converter","West Street","Comberton",NA,"Cambridge","CB23 7DU",1,"0122 3262503",37,1,1,1,1,1,1
136580,"8734007","East","No","Swavesey Village College","Comprehensive (secondary)","Academy converter","Gibraltar Lane","Swavesey",NA,"Cambridge","CB24 4RS",1,"0195 4230366",26,1,1,1,1,1,1
136398,"8745404","East","No","The King's (The Cathedral) School","Comprehensive (secondary)","Academy converter","Park Road",NA,NA,"Peterborough","PE1 2UE",1,"0173 3751541",13,1,1,1,1,1,1
139368,"8764207","North West","No","Wade Deacon High School","Comprehensive (secondary)","Academy converter","Birchfield Road",NA,NA,"Widnes","WA8 7TD",1,"0151 4232721",74,1,1,1,1,1,1
